InscripID_x,Provenance_Ancient_City,Prov_Ancient_City_Latitude,Prov_Ancient_City_Longitude,Prov_Ancient_City_Source,Prov_Ancient_City_Long.Lat_Source,InscripID_y,Literature,Inscription.Description,Transcriptions,Online.Database.ID,Date_Category,Dates.Found.in.Databases,**Revised/New.Date.Range**,Trismegistos.Link,Other Links (Esp. PH links),CONSULS,Unnamed: 11,Original.Translated.Date,Original.Date.by.Century,Original.Date.Half.Century,Original.Method.Determining.Date,InscripID,Focus.Deity.Epithet.1,Focus.Deity.Epithet.2,Focus.Deity.Epithet.3,Focus.Deity.Epithet.4,Focus.Deity.Epithet.5,Focus.Deity.Epithet.6,Deity.2.Epithet.1,Deity.2.Epithet.2,Deity.2.Epithet.3,Deity.2.Epithet.4,Deity.3.Epithet.1,Deity.3.Epithet.2,Deity.3.Epithet.3,Deity.4.Epithet.1,Deity.4.Epithet.2,Deity.5.Epithets,NearestCity,LastCentury
532.0,Ostia - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.751869,12.2880905,TM,TM,532,"SIRIS 00533 = RICIS-02, 00503/1103 = Ostia 00026a = AE 1956, 00076",,EDCS-24300035: Iovi Serapi ,TM 550101 ; EDCS-24300035 ; EDR172994,I,EDCS: 101 to 200 ; HD: 101 AD – 200 AD ; TM: 2nd century AD: AD 100 - 199,2nd C CE,https://www.trismegistos.org/text/550101,,,,101 to 200 AD,2nd century CE,1st Half 2nd C CE / 2nd Half 2nd C CE,Frankfurt Database (EDCS) ; Heidelberg Database (HD),532.0,Serapis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ostia,2
533.0,Ostia - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.751869,12.2880905,TM,TM,533,"SIRIS 00533b = RICIS-02, 00503/1105",,EDCS-24300034: Iovi Serapi / T(itus) Statilius Florus / d(onum) d(edit),TM 550102 ; EDCS-24300034 ; EDR172853,B,"EDCS: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/4/24)",0,https://www.trismegistos.org/text/550102,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),533.0,Serapis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ostia,0
534.0,Ostia - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.751869,12.2880905,TM,TM,534,"EDCS-13600396: SIRIS 00533c = RICIS-02, 00503/1106 = RICIS-S-02, p 286 = RICIS-03, 00503/1106 = Epigraphica-2004-102 = AE 1971, 00063 = AE 1988, 00216 = AE 2001, +00621 = AE 2004, 00366 ~~~ HD010471: AE 1956, 0076. AE 1971, 0063. AE 1988, 0216. AE 2004, 0366. F. Zevi, Epigraphica 66, 2004, 102-108; fig. 4 u. 5 (Zeichnungen). - AE 2004. S. Vidman, Sylloge inscriptionum religionis Isiacae et Sarapiacae (Berolini 1969) 246, Nr. 533c. ",,EDCS-13600396: Iovi [Se]rapi e[t Isidi(?) 3] Atimet[us et] Epa[p]hrodit[us schol]am(?) sua / pe[cu]nia pe[rfece]run[t] et mun[era p]osu[e]runt l[oco conce]sso ab(!) / T(ito) Statilio Tauria[no 3] ~~~~~ HD010471: Iovi [Se]rapi P[---] Atimet[us---] Epa[p]hrodit[us --- ar]am(?) sua / pe[cu]nia r[estitutam] et mun[ificentia --- p]osu[erunt loco conce]sso a / [---]lio Tauria[no pontifice Volkani et aed(ium) sacr(arum)] ~~~~~ EDR075096: Iovị [Se]rapi E[---] Atimet[us et] Epa[p]ḥrodit[us ---]am sua / pe[cu]nia pe+[---]run[t] et mun[--- p]ọsu[e]runt ḷ[oco conce]sso ab / T(ito) Statilio Tauria[no ---],TM 250383 ; EDCS-13600396 ; HD010471 ; EDR075096,I,"EDCS: 151 to 200 ; EDR: 150 d.C. / 200 d.C.  (historia, antiquitates; nomina) ; HD: 101 AD – 200 AD ; TM: second half 2nd century AD: AD 150 - 199",2nd C CE,https://www.trismegistos.org/text/250383,,,,151 to 200 AD,2nd century CE,2nd Half 2nd C CE,Clauss-Slaby; Frankfurt Database (EDCS),534.0,Serapis?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ostia,2
535.0,Ostia - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.751869,12.2880905,TM,TM,535,"SIRIS 00533e = RICIS-02, 00503/1108",,EDCS-24300036: Iovi Soli Ser[a]/pi [3] M(arci) f(ilius) / [,TM 550103 ; EDCS-24300036 ; EDR172855,B,"EDCS: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/4/24)",0,https://www.trismegistos.org/text/550103,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),535.0,Sol,Serapis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ostia,0
536.0,Ostia - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.751869,12.2880905,TM,TM,536,"SIRIS 00533g = RICIS-02, 00503/1110",,EDCS-24300037: [Iovi Soli(?) Se]rapi / [3]opus / [3]ndri / [3]se,TM 550104 ; EDCS-24300037,B,"EDCS: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/4/24)",0,https://www.trismegistos.org/text/550104,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),536.0,Sol?,Serapis?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ostia,0
537.0,Ostia - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.751869,12.2880905,TM,TM,537,"EDCS-24300040: SIRIS 00549 = RICIS-02, 00503/1129 = AE 1988, 00213 ~~~ EDR080755: AE 1988, 0213., HD007871; Suomalaisen Kirjallisuuden Kirjapaino Oy, 2014 in Arctos, p. 79 (search M. Iulius Chrysophorus in Google Books)",,EDCS-24300040: I(ovi) O(ptimo) M(aximo) S(erapidi) / Castoribus / MMMM(Marci) Iuli Cry/sophorus VIvir / Aug(ustalis) idem q(uin)q(uennalis) cum / Aeliano qui et Sa/rapione fil(io) et Zosi/mo et Philippo fil(io) v(oto) s(uscepto) r(eddiderunt) ~~~ EDR080755: I(ovi) O(ptimo) M(aximo) S(erapidi) / Castoribus / MMMM(arci) Iuli Chrysophorus sevir / Aug(ustalis) idem q(uin)q(uennalis) cum / Aeliano qui et Sa=/rapione fil(io) et Zosi=/mo et Philippo fil(io) / v(oto) s(uscepto) r(eddiderunt) ~~~~~ HD007871: I(ovi) O(ptimo) M(aximo) S(erapidi) / Castoribus / MMMM(arci) Iuli Chrysophorus sevir / Aug(ustalis) idem q(uin)q(uennalis) cum / Aeliano qui et Sa/rapione fil(io) et Zosi/mo et Philippo fil(io) / v(oto) s(uscepto) r(eddiderunt),TM 251593 ; EDCS-24300040 ; EDR080755 ; HD007871,I,EDCS: none ; EDR: 171 d.C. / 230 d.C.  (palaeographia; nomina) ; HD: none ; TM: late 2nd - early 3rd century AD: AD 175 - 225,2nd-3rd C CE,https://www.trismegistos.org/text/251593,,,,175 to 225 AD,2nd-3rd century CE,2nd Half 2nd C CE / 1st Half 3rd C CE,Trismegistos (TM),537.0,Optimus,Maximus,Serapis,0,0,0,0,0,0,0,0,0,0,0,0,0,Ostia,3
539.0,Sentinum (Sassoferrato) - Italy (Italy - Umbria (Regio VI)) [found & written],43.42179,12.852965,TM,TM,539,"CIL 11, 05738 = D 04397 = SIRIS 00583 = RICIS-02, 00510/0201 = RICIS-03, 00510/0201 = Epigraphica-2008-219 = AE 2008, +00499 ",,EDCS-23000413: Iovi Soli / Invicto / Sarapidi / T(itus) Aelius / Antipater / proc(urator) Augg(ustorum) / cum Umbricia / Bassa coniuge / gratias / agentes / posuerunt ~~~~~ EDR016202: Iovi Soli / Invicto / Sarapidi. / T(itus) Aelius / [5] Antipater / proc(urator) Augg.(:Augustorum duorum) / cum Umbricia / Bassa coniuge / gratias / [10] agentes / posuerunt.,TM 287420 ; EDCS-23000413 ; EDR016202,I,"EDCS: 151 to 250 ; EDR: 171 d.C. / 300 d.C.  (nomina; historia, antiquitates) ; TM: late 2nd - 3rd century AD: AD 175 - 299",2nd-3rd C CE,https://www.trismegistos.org/text/287420,,,,151 to 250 AD,2nd-3rd century CE,2nd Half 2nd C CE / 1st Half 3rd C CE,Frankfurt Database (EDCS),539.0,Sol,Invictus,Serapis,0,0,0,0,0,0,0,0,0,0,0,0,0,Fanum Fortunae,3
540.0,Ostia - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.751869,12.2880905,TM,TM,540,"CIL 14, 00188 (p 613) = EE-09, p 335 = D 04403 = SIRIS 00558 = RICIS-02, 00503/1220 = Louvre 00167",,"EDCS-05700187: ] / item L(aurenti) L(avinati) [3 scribae] / aed(ilium) cur(ulium) sacerd(oti) bidentali / neocor<o=I> Iovis Magni Sarap(idis) / Fundania P(ubli) f(ilia) Priscilla marito / optimo et sibi fecit ~~~~~ EDR155930: item L(aurenti) L(avinati) [---, scribae?] / aed(ilium) cur(ulium), sacerd(oti) bidentali, / neocori(:neocoro) Ìovis Magni Sarap(idis), / [5] Fundania P(ubli) f(ilia) Priscilla marito / optimo et sibi fecit.",TM 542364 ; EDCS-05700187 ; EDR155930,I,EDCS: 101 to 200 ; EDR: 101 d.C. / 200 d.C.  (archaeologia; formulae) ; TM: 2nd century AD: AD 100 - 199,2nd C CE,https://www.trismegistos.org/text/542364,,,,101 to 200 AD,2nd century CE,1st Half 2nd C CE / 2nd Half 2nd C CE,Frankfurt Database (EDCS),540.0,Magnus,Serapis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ostia,2
541.0,Carsulae (San Gemini),42.6397991,12.5568068,TM-located near Carsulae (San Gemini),TM-located near Carsulae (San Gemini),541,"Acquasparta 00006 = Arctos-2012-228 = AE 2005, 00465 = AE 2012, 00461 = AE 2012, 00462",,"EDCS-35500657: C(aius) Nerianus T(iti) f(ilius) [3] / Sex(tus) Fulvius Sex(ti) f(ilius) I[3] / C(aius) Atrius C(ai) f(ilius) Varia / T(itus) Vitedius C(ai) f(ilius) Veitur() / C(aius) Rufrius C(ai) f(ilius) Vocula / Ti(berius) Tertius H(eri) f(ilius) Sapienti[a] / T(itus) Flanus C(ai) f(ilius) Baca / T(itus) Nerianus T(iti) f(ilius) Lolliu[s] / [os]cilla duo ludos[que] / I(ovi) O(ptimo) M(aximo) d(ederunt) ~~~~~ EDR128782: C(aius) Nerianus Ṭ(iti) (ilius) [- c. 6 -], / Sex(tus) Fulvius Sex(ti) f(ilius) +[- c. 4 -], / C(aius) Atrius C(ai) f(ilius) Varia, / T(itus) Vitedius C(ai) f(ilius) Veituṛ(---?), / [5] C(aius) Rufrius C(ai) f(ilius) Vocula, / Ti(berius) Terius H(eri) f(ilius) Sapientị[a], / T(itus) Flanus C(ai) f(ilius) Baca, / T(itus) Nerianus T(iti) f(ilius) Lolliu[s], / [. .]+illa duo ludos[que] / [10] I(ovi) O(ptimo) M(aximo) +(---).",TM 288487 ; EDCS-35500657 ; EDR128782,I,EDCS: -50 to -1 ; EDR: 25 a.C. / 1 d.C.  (nomina; lingua; formulae) ; TM: BC 25 - AD 1,1st C BCE-1st C CE,https://www.trismegistos.org/text/288487,,,,50 to 1 BC,1st century BCE,2nd Half 1st C BCE,Frankfurt Database (EDCS),541.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Narnia,1
542.0,Interamna Nahars (Terni) - Italy (Italy - Umbria (Regio VI)) [found & written],42.560247,12.646763,TM,TM,542,"CIL 11, 04173",,"EDCS-21500097: I(ovi) O(ptimo) M(aximo) / [ ~~~~~ EDR130094: I(ovi) O(ptimo) M(aximo)
------ ?",TM 495807 ; EDCS-21500097 ; EDR130094,B,"EDCS: none ; EDR: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/4/24)",0,https://www.trismegistos.org/text/495807,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),542.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Narnia,0
543.0,Interamna Nahars (Terni) - Italy (Italy - Umbria (Regio VI)) [found & written],42.560247,12.646763,TM,TM,543,"CIL 11, 04174 = Epigraphica-2008-216",,EDCS-21500098: Iovi O(ptimo) M(aximo) / Atinatia / Elpis / dedicavit et / consecravit ~~~~~ EDR130095: I(ovi) O(ptimo) M(aximo) / Atinatia / Elpis(:Helpis) / dedicavit et / consecravit .,TM 495808 ; EDCS-21500098 ; EDR130095,B,"EDCS: none ; EDR: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/4/24)",0,https://www.trismegistos.org/text/495808,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),543.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Narnia,0
544.0,Ameria (Amelia) - Italy (Italy - Umbria (Regio VI)) [found & written],42.557237,12.413467,TM,TM,544,"CIL 11, 04346 (p 1369) = SupIt-18-A, 00004 = InscrIt-13-02, 00045",,EDCS-21500255: ]Q / [3 Vi]ctoria[e C(aesaris)] A[ug(usti)] / [Felici]tati [3] / [3 For]tunae h(ostiis) V / [3 No]v(embres) Vesta[e 3] / [3 F]ortunae h(ostiis) V / [3 Io]vi O(ptimo) M(aximo) h(ostiis) V / [3 Ap]ollini h(ostiis) [3] / [3 Fo]rtunae h(ostiis) [3] / [3 M]ercurio h(ostiis) [ ~~~~~ EDR025004: [---]Q(?) / [--- Vi]ctoria[e C(aesaris)] A[ug(usti)] / [Felici]t̲ati [h(ostiis) ---] / [--- For]ṭunae h(ostiis) Ṿ / [5] [--- No]v(embr-) Vesta[e h(ostiis) ---] / [--- F]ortunae h(ostiis) V / [--- Io]vi O(ptimo) M(aximo) h(ostiis) V / [--- Ap]ọllini h(ostiis) [---] / [--- Fo]ṛtunae h(ostiis) [---] / [10] [--- M]ercurio h(ostiis) [---].,TM 286690 ; EDCS-21500255 ; EDR025004,I,"EDCS: -25 to -1 ; EDR: 25 a.C. / 1 a.C.  (historia, antiquitates; nomina) ; TM: late 1st century BC: BC 25 - 1",1st C BCE,https://www.trismegistos.org/text/286690,,,,25 to 1 BC,1st century BCE,2nd Half 1st C BCE,Frankfurt Database (EDCS),544.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Narnia,1
545.0,Ameria (Amelia) - Italy (Italy - Umbria (Regio VI)) [found & written],42.557237,12.413467,TM,TM,545,"CIL 11, 04348 (p 1369) = CIL 01, 02101 (p 1078) = CIL 09, *00406 = ILLRP 00183",,"EDCS-21500257: Iove / Opt<i=U>mo / Max<i=U>mo / T(itus) Pettius T(iti) f(ilius) T(iti) n(epos) / d(onum) d(edit) l(ibens) m(erito) ~~~~~ EDR025082: Iove(:Iovi) / Optumo(:Optimo) / Maxsumo(:Maximo) / T(itus) Pettius T(iti) f(ilius), T(iti) n(epos) / [5] d(ono) d(edit) l(ibens) m(erito).",TM 286768 ; EDCS-21500257 ; EDR025082,R,EDCS: -200 to -151 ; EDR: 200 a.C. / 150 a.C. ; TM: first half 2nd century BC: BC 199 - 150,2nd C BCE,https://www.trismegistos.org/text/286768,,,,200 to 151 BC; Republic,2nd century BCE,1st Half 2nd C BCE,ILLRP ; Frankfurt Database (EDCS),545.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Narnia,2
547.0,Spoletium (Spoleto) - Italy (Italy - Umbria (Regio VI)) [found & written],42.745301,12.73839,TM,TM,547,"CIL 11, 04769",,EDCS-22900729: I(ovi) O(ptimo) M(aximo) / C(aius) Fullonius / Servandus / d(edit),TM 496144 ; EDCS-22900729 ; EDR164076,R,EDCS: -100 to -1 ; EDR: 100 a.C. / 1 a.C.  (palaeographia) ; TM: 1st century BC: BC 99 - 1,1st C BCE,https://www.trismegistos.org/text/496144,,,,100 to 1 BC,1st century BCE,1st Half 1st C BCE / 2nd Half 1st C BCE,Frankfurt Database (EDCS),547.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spoletium,1
548.0,Spoletium (Spoleto) - Italy (Italy - Umbria (Regio VI)) [found & written],42.745301,12.73839,TM,TM,548,"CIL 11, 04770 = D 03707",,EDCS-22900730: Iovi O(ptimo) M(aximo) / Fortunaeq(ue) / Maeliori Aug(ustae) / [e]t dis daeabus/[q]u{a}e commun/[i]bus M(arcus) Gellius / Stephanus Iun(ior) / cum Stephano patre / domo Tettiana ex / dirution(e) restit(uerunt) dedicaruntq(ue),TM 288484 ; EDCS-22900730 ; HD050813 ; EDR128259,I,"EDCS: 1 to 100 ; EDR: 1 d.C. / 100 d.C.  (historia, antiquitates; palaeographia) ; HD: 151 AD – 300 AD; TM: 1st century AD: AD 1 - 99",1st C CE,https://www.trismegistos.org/text/288484,,,,1 to 100 AD,1st century CE,1st Half 1st C CE / 2nd Half 1st C CE,Frankfurt Database (EDCS),548.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spoletium,1
549.0,Asisium (Assisi) - Italy (Italy - Umbria (Regio VI)) [found & written],43.071066,12.620413,TM,TM,549,"CIL 11, 05375 = D 03039 = ERAssisi 00006; Luciani 2010-11, SCHIAVI E LIBERTI MUNICIPALI NELL'EPIGRAFIA LATINA DELLA GALLIA CISALPINA, p. 338",,EDCS-12700039: Iovi Paganico sacr(um) / ex indulgentia dominorum / Successus publicus municipum / Asisinatium ser(vus) Amoenianus / aedem cum porticibus a solo / sua pec(unia) fecit item mensam et aram / d(onum) d(edit) ~~~~~ EDR025326: Iovi Paganico sacr(um). / Ex indulgentia dominorum / Successus Publicus municipûm / Asisinatium ser(vus) Amoenianus / [5] aedem cum porticibus a solo / sua pec(unia) fecit item mensam et aram / d(ono) d(edit).,TM 287028 ; EDCS-12700039 ; EDR025326,I,EDCS: 1 to 100 ; EDR: 1 d.C. / 100 d.C. ; TM: 1st century AD: AD 1 - 99,1st C CE,https://www.trismegistos.org/text/287028,,,,1 to 100 AD,1st century CE,1st Half 1st C CE / 2nd Half 1st C CE,Frankfurt Database (EDCS),549.0,Paganicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spoletium,1
550.0,Esanatoglia ? - Italy (Italy - Umbria (Regio VI)) [found & written],43.255,13.011574,TM,TM,550,"CIL 11, 05643 = Esino 00004; Photo in a twitter feed: https://twitter.com/christiekas/status/999436241333612544; for town, see: http://www.valledelpensare.it/it/esanatoglia/",,"EDCS-23000311: N(umerius) Ortori[us] / N(umeri) f(ilius) Pol(lia) / Ferox / Aesae / evocatus Aug(usti) / Iovi Caelesti / v(otum) s(olvit) l(ibens) m(erito) ~~~~~ EDR015697: N(umerius) Ortori[us](:Hortorius) / N(umeri) f(ili) Pol(lia) / Ferox / Aesae(:Aese), / [5] evocatus Aug(usti), / Iovi Caelesti / v(otum) s(olvit) l(ibens) m(erito).",TM 288028 ; EDCS-23000311 ; EDR015697,I,EDCS: 101 to 300 ; EDR: 101 d.C. / 300 d.C. ; TM: 2nd - 3rd century AD: AD 100 - 299,2nd-3rd C CE,https://www.trismegistos.org/text/288028,,,,101 to 300 AD,2nd-3rd century CE,1st Half 2nd C CE / 2nd Half 2nd C CE / 1st Half 3rd C CE / 2nd Half 3rd C CE,Frankfurt Database (EDCS),550.0,Caelestis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spoletium,3
552.0,Iguvium (Gubbio) - Italy (Italy - Umbria (Regio VI)) [found & written],43.355464,12.573438,TM,TM,552,"CIL 11, 05803 = CIL 05, *00419,164 = D 03073 = Maffeiano 00066 = Epigraphica-2008-220",,"EDCS-23101975: Iovi / Apenino / T(itus) Vivius C[har]/mogenes [et] / Sulpicia Eup[hro]/syne coniu[x] / v(otum) s(olverunt) d(onum) d(ederunt) ~~~~ EDR158382: Iovi / Apenino / T(itus) Vivius C[har]/mogenes [et] / Sulpicia Ẹup̣ḥ[ro]/ṣỵne coniu[x] / v(otum) s(olverunt), d(ono) d(ederunt).",TM 496714 ; EDCS-23101975; EDR158382,I,EDCS: 1 to 100 ; EDR: 1 d.C. / 100 d.C.  (archaeologia; palaeographia) ; TM: 1st century AD: AD 1 - 99,1st C CE,https://www.trismegistos.org/text/496714,,,,1 to 100 AD,1st century CE,1st Half 1st C CE / 2nd Half 1st C CE,Frankfurt Database (EDCS); Eagle,552.0,Apeninus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spoletium,1
553.0,Iguvium (Gubbio) - Italy (Italy - Umbria (Regio VI)) [found & written],43.355464,12.573438,TM,TM,553,"CIL 11, 05804 (p 1395) = Epigraphica-2008-220",,EDCS-23101976: I(ovi) O(ptimo) M(aximo) s(acrum) / pro salute Cn(aei) / Aconi Crescent(is) / ara(m) posuit / Baebidia Potestas,TM 496715 ; EDCS-23101976 ; EDR158383,I,EDCS: 101 to 200 ; EDR: 101 d.C. / 200 d.C.  (archaeologia; palaeographia; nomina) ; TM: 2nd century AD: AD 100 - 199,2nd C CE,https://www.trismegistos.org/text/496715,,,,101 to 200 AD,2nd century CE,1st Half 2nd C CE / 2nd Half 2nd C CE,Frankfurt Database (EDCS),553.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spoletium,2
554.0,Sestinum (Sestino) - Italy (Italy - Umbria (Regio VI)) [found & written],43.710612,12.298883,TM,TM,554,"CIL 11, 05996a",,EDCS-23100649: Iovi Invicto / [3]alennius Paulinus / vot(um) lib(ens) sol(vit) ~~~~~ EDR110771: Iovi Invicto. / [-?] Alennius Paulinuṣ / vot(um) lib(ens) sol(vit).,TM 288268 ; EDCS-23100649 ; EDR110771,B,"EDCS: none ; EDR: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/4/24)",0,https://www.trismegistos.org/text/288268,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),554.0,Invictus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ariminum,0
555.0,Urvinum Mataurense (Urbino) - Italy (Italy - Umbria (Regio VI)) [found & written],43.724733,12.636675,TM,TM,555,"CIL 11, 06050 = InscrIt-13-02, 00007 = BCAR-1997-27",,"EDCS-23100534: ] / Apollini Laton(ae) / ad theatr(um) Marc(elli) / Felicitati in cam(po) / Mart(i) Iovi Stator(i) / Iun(oni) Reg(inae) ad cir(cum) Flam(inium) [ // ] / ILA[3] / TH[ ~~~~~ EDR016412: Apollini, Laton(ae) / ad theatr(um) Marc(elli), / Feli[c]itati in cam(po) / Mart(io), Iovi Stator(i), / [5] Iun(oni) Reg(inae) ad cir(cum) Flam(inium).",TM 287617 ; EDCS-23100534 ; EDR016412,I,"EDCS: -50 to 14 ; EDR: 13 a.C. / 30 d.C.  (historia, antiquitates) ; TM: BC 13 - AD 14",1st C BCE-1st C CE,https://www.trismegistos.org/text/287617,,,,50 BC to 14 AD,1st century BCE - 1st century CE,2nd Half 1st C BCE / 1st Half 1st C CE,Frankfurt Database (EDCS),555.0,Stator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ariminum,1
556.0,Pisaurum (Pesaro),43.912081,12.91577,TM-Near Pisaurum (Pesaro),TM-Near Pisaurum (Pesaro),556,"CIL 11, 06311 = Pisaurum 00022",,EDCS-23200603: Iovi / O(ptimo) M(aximo) / sacrum / C(aius) Bellicius / Priscus ~~~~~ HD050812: Iovi / O(ptimo) M(aximo) / sacrum / C(aius) Bellicius / Priscus ~~~~~ EDR015995: Iovi / O(ptimo) M(aximo) / sacrûm. / C(aius) Bellicius / Priscus.,TM 287722 ; EDCS-23200603 ; HD050812 ; EDR015995,I,EDCS: 1 to 100;  1 to 100 ; EDR: 1 d.C. / 100 d.C.  (formulae) ; HD: 1 AD – 100 AD ; TM: 1st century AD: AD 1 - 99,1st C CE,https://www.trismegistos.org/text/287722,,,,1 to 100 AD; 1 to 100 AD,1st century CE,1st Half 1st C CE / 2nd Half 1st C CE,Frankfurt Database (EDCS),556.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fanum Fortunae,1
557.0,Pisaurum (Pesaro),43.912081,12.91577,TM-Near Pisaurum (Pesaro),TM-Near Pisaurum (Pesaro),557,"CIL 11, 06312 = Pisaurum 00023 = ZPE-48-253 = AE 1972, 00170 = AE 1989, 00302",,"EDCS-23200604: [I]ovi S[e]/reno s[a]/crum A[r]/[t]emon P[e]/[t]roni Sa[l]/[v]i ser(vus) v[o]/[tu]m so[l(vit)] ~~~~~ HD015030: [I]ovi S[e]/[r]eno s[a]/crum A[r]/[t]emon P[e]/[t]roni Sa[l]/[v]i ser(vus) v[o]/[tu]m so[l(vit)] ~~~~~ EDR081461: [I]ovi S[e]= / [r]eno s[a]= / c̣rum. Ạ[r]= / [t]emon, P̣[e]= / [5] [t]roni Sạ[l]= / [v]i ser(vus), v[o]= / [tu]m so[l(vit)].",TM 286622 ; EDCS-23200604 ; HD015030 ; EDR081461,I,EDCS: 1 to 200 ; EDR: 1 d.C. / 200 d.C. ; HD: 1 AD – 200 AD ; TM: 1st - 2nd century AD: AD 1 - 199,1st-2nd C CE,https://www.trismegistos.org/text/286622,,,,1 to 200 AD,1st-2nd century CE,1st Half 1st C CE / 2nd Half 1st C CE / 1st Half 2nd C CE / 2nd Half 2nd C CE,Frankfurt Database (EDCS),557.0,Serenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fanum Fortunae,2
558.0,Secchiano - Italy (Italy - Umbria (Regio VI)) [found & written],43.920677,12.91577,TM,TM,558,"CIL 11, 06485",,EDCS-23200780: [I]ovi Op(timo) M(aximo) / ex vot(o) f(ecit) / L(ucius) Picens / Sa[3]P[,TM 496878 ; EDCS-23200780,R,"EDCS: -100 to 1 ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/4/24)",1st C BCE,https://www.trismegistos.org/text/496878,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),558.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fanum Fortunae,1
559.0,Sarsina - Italy (Italy - Umbria (Regio VI)) [found & written],43.9194,12.142155,TM,TM,559,"CIL 11, 06489 = D 09234a",,EDCS-23200784: Iovi O(ptimo) M(aximo) / sacrum / C(aius) C(aesius) S(abinus),TM 496882 ; EDCS-23200784,I,"EDCS: 98 to 117 ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/4/24)",1st-2nd C CE,https://www.trismegistos.org/text/496882,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),559.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faventia,2
560.0, Galeata - Italy (Italy - Aemilia (Regio VIII)) [found & written],43.99607,11.91057,TM,TM,560,"CIL 11, 06603 = CIL 03, *00172c",,EDCS-23200906: L(ucius) Sallius C(ai) f(ilius) / IIIIvir i(ure) d(icundo) / Iovi O(ptimo) M(aximo) / d(e) <p=R>(ecunia) s(ua) ~~~~~ EDR138154: L(ucius) Sallius C(ai) f(ilius) / IIIIvir(:quattuorvir) i(ure) d(icundo) / Iovi O(ptimo) M(aximo) / d(e) r(ecunia)(:pecunia) s(ua),TM 497002 ; EDCS-23200906 ; EDR138154,R - I,EDCS: -50 to 50 ; EDR: 50 a.C. / 50 d.C.  (formulae) ; TM: mid 1st century BC - mid 1st century AD: BC 50 - AD 50,1st C BCE-1st C CE,https://www.trismegistos.org/text/497002,,,,50 BC to 50 AD,1st century BCE - 1st century CE,2nd Half 1st C BCE / 1st Half 2nd C CE,Frankfurt Database (EDCS),560.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faventia,1
